asset_id,occurred_at,version,event_id,value,unit,quality,source
DAM-A-RF-04,2026-07-01T00:40:00+08:00,1,evt-rf-0008-3,0.06,mm,valid,simulator
DAM-A-RF-05,2026-07-01T00:40:00+08:00,1,evt-rf-0008-4,0.64,mm,valid,simulator
DAM-A-RF-01,2026-07-01T00:45:00+08:00,1,evt-rf-0009-0,0.14,mm,valid,simulator
DAM-A-RF-02,2026-07-01T00:45:00+08:00,1,evt-rf-0009-1,0.13,mm,valid,simulator
DAM-A-RF-03,2026-07-01T00:45:00+08:00,1,evt-rf-0009-2,0.7,mm,valid,simulator
DAM-A-RF-04,2026-07-01T00:45:00+08:00,1,evt-rf-0009-3,0.18,mm,valid,simulator
DAM-A-RF-05,2026-07-01T00:45:00+08:00,1,evt-rf-0009-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T00:50:00+08:00,1,evt-rf-0010-0,0.39,mm,valid,simulator
DAM-A-RF-02,2026-07-01T00:50:00+08:00,1,evt-rf-0010-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T00:50:00+08:00,1,evt-rf-0010-2,0.41,mm,valid,simulator
DAM-A-RF-04,2026-07-01T00:50:00+08:00,1,evt-rf-0010-3,0.51,mm,valid,simulator
DAM-A-RF-05,2026-07-01T00:50:00+08:00,1,evt-rf-0010-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T00:55:00+08:00,1,evt-rf-0011-0,0.54,mm,valid,simulator
DAM-A-RF-02,2026-07-01T00:55:00+08:00,1,evt-rf-0011-1,0.38,mm,valid,simulator
DAM-A-RF-03,2026-07-01T00:55:00+08:00,1,evt-rf-0011-2,0.09,mm,valid,simulator
DAM-A-RF-04,2026-07-01T00:55:00+08:00,1,evt-rf-0011-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T00:55:00+08:00,1,evt-rf-0011-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:00:00+08:00,1,evt-rf-0012-0,0.09,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:00:00+08:00,1,evt-rf-0012-1,0.1,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:00:00+08:00,1,evt-rf-0012-2,0.29,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:00:00+08:00,1,evt-rf-0012-3,0.31,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:00:00+08:00,1,evt-rf-0012-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:05:00+08:00,1,evt-rf-0013-0,0.08,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:05:00+08:00,1,evt-rf-0013-1,0.1,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:05:00+08:00,1,evt-rf-0013-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:05:00+08:00,1,evt-rf-0013-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:05:00+08:00,1,evt-rf-0013-4,0.32,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:10:00+08:00,1,evt-rf-0014-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:10:00+08:00,1,evt-rf-0014-1,0.45,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:10:00+08:00,1,evt-rf-0014-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:10:00+08:00,1,evt-rf-0014-3,0.23,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:10:00+08:00,1,evt-rf-0014-4,0.19,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:15:00+08:00,1,evt-rf-0015-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:15:00+08:00,1,evt-rf-0015-1,0.13,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:15:00+08:00,1,evt-rf-0015-2,0.04,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:15:00+08:00,1,evt-rf-0015-3,0.33,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:15:00+08:00,1,evt-rf-0015-4,0.2,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:20:00+08:00,1,evt-rf-0016-0,0.06,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:20:00+08:00,1,evt-rf-0016-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:20:00+08:00,1,evt-rf-0016-2,0.34,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:20:00+08:00,1,evt-rf-0016-3,0.49,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:20:00+08:00,1,evt-rf-0016-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:25:00+08:00,1,evt-rf-0017-0,0.02,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:25:00+08:00,1,evt-rf-0017-1,0.24,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:25:00+08:00,1,evt-rf-0017-2,0.02,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:25:00+08:00,1,evt-rf-0017-3,0.12,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:25:00+08:00,1,evt-rf-0017-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:30:00+08:00,1,evt-rf-0018-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:30:00+08:00,1,evt-rf-0018-1,0.49,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:30:00+08:00,1,evt-rf-0018-2,0.31,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:30:00+08:00,1,evt-rf-0018-3,0.12,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:30:00+08:00,1,evt-rf-0018-4,0.12,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:35:00+08:00,1,evt-rf-0019-0,0.31,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:35:00+08:00,1,evt-rf-0019-1,0.37,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:35:00+08:00,1,evt-rf-0019-2,0.51,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:35:00+08:00,1,evt-rf-0019-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:35:00+08:00,1,evt-rf-0019-4,0.01,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:40:00+08:00,1,evt-rf-0020-0,0.08,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:40:00+08:00,1,evt-rf-0020-1,0.58,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:40:00+08:00,1,evt-rf-0020-2,0.48,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:40:00+08:00,1,evt-rf-0020-3,0.66,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:40:00+08:00,1,evt-rf-0020-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:45:00+08:00,1,evt-rf-0021-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:45:00+08:00,1,evt-rf-0021-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:45:00+08:00,1,evt-rf-0021-2,0.13,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:45:00+08:00,1,evt-rf-0021-3,0.01,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:45:00+08:00,1,evt-rf-0021-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:50:00+08:00,1,evt-rf-0022-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:50:00+08:00,1,evt-rf-0022-1,0.72,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:50:00+08:00,1,evt-rf-0022-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:50:00+08:00,1,evt-rf-0022-3,0.77,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:50:00+08:00,1,evt-rf-0022-4,0.01,mm,valid,simulator
DAM-A-RF-01,2026-07-01T01:55:00+08:00,1,evt-rf-0023-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T01:55:00+08:00,1,evt-rf-0023-1,0.11,mm,valid,simulator
DAM-A-RF-03,2026-07-01T01:55:00+08:00,1,evt-rf-0023-2,0.31,mm,valid,simulator
DAM-A-RF-04,2026-07-01T01:55:00+08:00,1,evt-rf-0023-3,0.01,mm,valid,simulator
DAM-A-RF-05,2026-07-01T01:55:00+08:00,1,evt-rf-0023-4,0.61,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:00:00+08:00,1,evt-rf-0024-0,0.3,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:00:00+08:00,1,evt-rf-0024-1,0.23,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:00:00+08:00,1,evt-rf-0024-2,0.1,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:00:00+08:00,1,evt-rf-0024-3,0.41,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:00:00+08:00,1,evt-rf-0024-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:05:00+08:00,1,evt-rf-0025-0,0.46,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:05:00+08:00,1,evt-rf-0025-1,0.03,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:05:00+08:00,1,evt-rf-0025-2,0.35,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:05:00+08:00,1,evt-rf-0025-3,0.19,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:05:00+08:00,1,evt-rf-0025-4,0.56,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:10:00+08:00,1,evt-rf-0026-0,0.26,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:10:00+08:00,1,evt-rf-0026-1,0.58,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:10:00+08:00,1,evt-rf-0026-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:10:00+08:00,1,evt-rf-0026-3,0.21,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:10:00+08:00,1,evt-rf-0026-4,0.15,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:15:00+08:00,1,evt-rf-0027-0,0.9,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:15:00+08:00,1,evt-rf-0027-1,0.18,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:15:00+08:00,1,evt-rf-0027-2,0.5,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:15:00+08:00,1,evt-rf-0027-3,0.05,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:15:00+08:00,1,evt-rf-0027-4,0.21,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:20:00+08:00,1,evt-rf-0028-0,0.37,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:20:00+08:00,1,evt-rf-0028-1,0.25,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:20:00+08:00,1,evt-rf-0028-2,0.11,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:20:00+08:00,1,evt-rf-0028-3,0.2,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:20:00+08:00,1,evt-rf-0028-4,0.18,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:25:00+08:00,1,evt-rf-0029-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:25:00+08:00,1,evt-rf-0029-1,0.46,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:25:00+08:00,1,evt-rf-0029-2,0.01,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:25:00+08:00,1,evt-rf-0029-3,0.47,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:25:00+08:00,1,evt-rf-0029-4,0.41,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:30:00+08:00,1,evt-rf-0030-0,0.23,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:30:00+08:00,1,evt-rf-0030-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:30:00+08:00,1,evt-rf-0030-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:30:00+08:00,1,evt-rf-0030-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:30:00+08:00,1,evt-rf-0030-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:35:00+08:00,1,evt-rf-0031-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:35:00+08:00,1,evt-rf-0031-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:35:00+08:00,1,evt-rf-0031-2,0.43,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:35:00+08:00,1,evt-rf-0031-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:35:00+08:00,1,evt-rf-0031-4,0.32,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:40:00+08:00,1,evt-rf-0032-0,0.29,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:40:00+08:00,1,evt-rf-0032-1,0.15,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:40:00+08:00,1,evt-rf-0032-2,0.0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:40:00+08:00,1,evt-rf-0032-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:40:00+08:00,1,evt-rf-0032-4,0.21,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:45:00+08:00,1,evt-rf-0033-0,0.07,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:45:00+08:00,1,evt-rf-0033-1,0.52,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:45:00+08:00,1,evt-rf-0033-2,0.32,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:45:00+08:00,1,evt-rf-0033-3,0.34,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:45:00+08:00,1,evt-rf-0033-4,0.07,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:50:00+08:00,1,evt-rf-0034-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:50:00+08:00,1,evt-rf-0034-1,0.03,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:50:00+08:00,1,evt-rf-0034-2,0.04,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:50:00+08:00,1,evt-rf-0034-3,0.46,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:50:00+08:00,1,evt-rf-0034-4,0.04,mm,valid,simulator
DAM-A-RF-01,2026-07-01T02:55:00+08:00,1,evt-rf-0035-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T02:55:00+08:00,1,evt-rf-0035-1,0.26,mm,valid,simulator
DAM-A-RF-03,2026-07-01T02:55:00+08:00,1,evt-rf-0035-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T02:55:00+08:00,1,evt-rf-0035-3,0.53,mm,valid,simulator
DAM-A-RF-05,2026-07-01T02:55:00+08:00,1,evt-rf-0035-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:00:00+08:00,1,evt-rf-0036-0,0.22,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:00:00+08:00,1,evt-rf-0036-1,0.05,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:00:00+08:00,1,evt-rf-0036-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:00:00+08:00,1,evt-rf-0036-3,0.01,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:00:00+08:00,1,evt-rf-0036-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:05:00+08:00,1,evt-rf-0037-0,8.22,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:05:00+08:00,1,evt-rf-0037-1,8.36,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:05:00+08:00,1,evt-rf-0037-2,8.41,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:05:00+08:00,1,evt-rf-0037-3,7.96,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:05:00+08:00,1,evt-rf-0037-4,8.66,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:10:00+08:00,1,evt-rf-0038-0,0.57,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:10:00+08:00,1,evt-rf-0038-1,0.68,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:10:00+08:00,1,evt-rf-0038-2,0.58,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:10:00+08:00,1,evt-rf-0038-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:10:00+08:00,1,evt-rf-0038-4,0.17,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:15:00+08:00,1,evt-rf-0039-0,0.22,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:15:00+08:00,1,evt-rf-0039-1,0.33,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:15:00+08:00,1,evt-rf-0039-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:15:00+08:00,1,evt-rf-0039-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:15:00+08:00,1,evt-rf-0039-4,0.99,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:20:00+08:00,1,evt-rf-0040-0,0.26,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:20:00+08:00,1,evt-rf-0040-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:20:00+08:00,1,evt-rf-0040-2,0.17,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:20:00+08:00,1,evt-rf-0040-3,0.28,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:20:00+08:00,1,evt-rf-0040-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:25:00+08:00,1,evt-rf-0041-0,0.05,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:25:00+08:00,1,evt-rf-0041-1,0.19,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:25:00+08:00,1,evt-rf-0041-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:25:00+08:00,1,evt-rf-0041-3,0.21,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:25:00+08:00,1,evt-rf-0041-4,0.29,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:30:00+08:00,1,evt-rf-0042-0,0.29,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:30:00+08:00,1,evt-rf-0042-1,0.05,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:30:00+08:00,1,evt-rf-0042-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:30:00+08:00,1,evt-rf-0042-3,0.1,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:30:00+08:00,1,evt-rf-0042-4,0.68,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:35:00+08:00,1,evt-rf-0043-0,0.4,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:35:00+08:00,1,evt-rf-0043-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:35:00+08:00,1,evt-rf-0043-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:35:00+08:00,1,evt-rf-0043-3,0.15,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:35:00+08:00,1,evt-rf-0043-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:40:00+08:00,1,evt-rf-0044-0,0.37,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:40:00+08:00,1,evt-rf-0044-1,0,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:40:00+08:00,1,evt-rf-0044-2,0.23,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:40:00+08:00,1,evt-rf-0044-3,0.19,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:40:00+08:00,1,evt-rf-0044-4,0.09,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:45:00+08:00,1,evt-rf-0045-0,0.09,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:45:00+08:00,1,evt-rf-0045-1,0.3,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:45:00+08:00,1,evt-rf-0045-2,0.17,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:45:00+08:00,1,evt-rf-0045-3,0,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:45:00+08:00,1,evt-rf-0045-4,0.26,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:50:00+08:00,1,evt-rf-0046-0,0.34,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:50:00+08:00,1,evt-rf-0046-1,0.32,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:50:00+08:00,1,evt-rf-0046-2,0.3,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:50:00+08:00,1,evt-rf-0046-3,0.52,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:50:00+08:00,1,evt-rf-0046-4,0.77,mm,valid,simulator
DAM-A-RF-01,2026-07-01T03:55:00+08:00,1,evt-rf-0047-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T03:55:00+08:00,1,evt-rf-0047-1,0.34,mm,valid,simulator
DAM-A-RF-03,2026-07-01T03:55:00+08:00,1,evt-rf-0047-2,0.32,mm,valid,simulator
DAM-A-RF-04,2026-07-01T03:55:00+08:00,1,evt-rf-0047-3,0.24,mm,valid,simulator
DAM-A-RF-05,2026-07-01T03:55:00+08:00,1,evt-rf-0047-4,0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:00:00+08:00,1,evt-rf-0048-0,0.38,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:00:00+08:00,1,evt-rf-0048-1,0.18,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:00:00+08:00,1,evt-rf-0048-2,0,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:00:00+08:00,1,evt-rf-0048-3,0.44,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:00:00+08:00,1,evt-rf-0048-4,0.17,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:05:00+08:00,1,evt-rf-0049-0,0,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:05:00+08:00,1,evt-rf-0049-1,0.23,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:05:00+08:00,1,evt-rf-0049-2,0.23,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:05:00+08:00,1,evt-rf-0049-3,0.06,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:05:00+08:00,1,evt-rf-0049-4,0.0,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:10:00+08:00,1,evt-rf-0050-0,0.34,mm,valid,simulator
DAM-A-RF-02,2026-07-01T04:10:00+08:00,1,evt-rf-0050-1,0.26,mm,valid,simulator
DAM-A-RF-03,2026-07-01T04:10:00+08:00,1,evt-rf-0050-2,0.19,mm,valid,simulator
DAM-A-RF-04,2026-07-01T04:10:00+08:00,1,evt-rf-0050-3,0.04,mm,valid,simulator
DAM-A-RF-05,2026-07-01T04:10:00+08:00,1,evt-rf-0050-4,0.15,mm,valid,simulator
DAM-A-RF-01,2026-07-01T04:15:00+08:00,1,evt-rf-0051-0,0,mm,valid,simulator
