asset_id,occurred_at,version,event_id,value,unit,quality,source
DAM-A-PZ-08,2026-07-01T00:30:00+08:00,1,evt-pz-0006-7,182.147,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T00:30:00+08:00,1,evt-pz-0006-8,182.347,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T00:30:00+08:00,1,evt-pz-0006-9,182.547,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T00:30:00+08:00,1,evt-pz-0006-10,182.747,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T00:30:00+08:00,1,evt-pz-0006-11,182.947,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T00:35:00+08:00,1,evt-pz-0007-0,180.871,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T00:35:00+08:00,1,evt-pz-0007-1,181.071,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T00:35:00+08:00,1,evt-pz-0007-2,181.271,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T00:35:00+08:00,1,evt-pz-0007-3,181.471,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T00:35:00+08:00,1,evt-pz-0007-4,181.671,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T00:35:00+08:00,1,evt-pz-0007-5,181.871,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T00:35:00+08:00,1,evt-pz-0007-6,182.071,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T00:35:00+08:00,1,evt-pz-0007-7,182.271,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T00:35:00+08:00,1,evt-pz-0007-8,182.471,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T00:35:00+08:00,1,evt-pz-0007-9,182.671,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T00:35:00+08:00,1,evt-pz-0007-10,182.871,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T00:35:00+08:00,1,evt-pz-0007-11,183.071,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T00:40:00+08:00,1,evt-pz-0008-0,180.993,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T00:40:00+08:00,1,evt-pz-0008-1,181.193,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T00:40:00+08:00,1,evt-pz-0008-2,181.393,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T00:40:00+08:00,1,evt-pz-0008-3,181.593,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T00:40:00+08:00,1,evt-pz-0008-4,181.793,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T00:40:00+08:00,1,evt-pz-0008-5,181.993,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T00:40:00+08:00,1,evt-pz-0008-6,182.193,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T00:40:00+08:00,1,evt-pz-0008-7,182.393,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T00:40:00+08:00,1,evt-pz-0008-8,182.593,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T00:40:00+08:00,1,evt-pz-0008-9,182.793,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T00:40:00+08:00,1,evt-pz-0008-10,182.993,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T00:40:00+08:00,1,evt-pz-0008-11,183.193,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T00:45:00+08:00,1,evt-pz-0009-0,181.116,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T00:45:00+08:00,1,evt-pz-0009-1,181.316,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T00:45:00+08:00,1,evt-pz-0009-2,181.516,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T00:45:00+08:00,1,evt-pz-0009-3,181.716,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T00:45:00+08:00,1,evt-pz-0009-4,181.916,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T00:45:00+08:00,1,evt-pz-0009-5,182.116,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T00:45:00+08:00,1,evt-pz-0009-6,182.316,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T00:45:00+08:00,1,evt-pz-0009-7,182.516,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T00:45:00+08:00,1,evt-pz-0009-8,182.716,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T00:45:00+08:00,1,evt-pz-0009-9,182.916,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T00:45:00+08:00,1,evt-pz-0009-10,183.116,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T00:45:00+08:00,1,evt-pz-0009-11,183.316,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T00:50:00+08:00,1,evt-pz-0010-0,181.237,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T00:50:00+08:00,1,evt-pz-0010-1,181.437,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T00:50:00+08:00,1,evt-pz-0010-2,181.637,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T00:50:00+08:00,1,evt-pz-0010-3,181.837,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T00:50:00+08:00,1,evt-pz-0010-4,182.037,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T00:50:00+08:00,1,evt-pz-0010-5,182.237,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T00:50:00+08:00,1,evt-pz-0010-6,182.437,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T00:50:00+08:00,1,evt-pz-0010-7,182.637,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T00:50:00+08:00,1,evt-pz-0010-8,182.837,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T00:50:00+08:00,1,evt-pz-0010-9,183.037,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T00:50:00+08:00,1,evt-pz-0010-10,183.237,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T00:50:00+08:00,1,evt-pz-0010-11,183.437,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T00:55:00+08:00,1,evt-pz-0011-0,181.358,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T00:55:00+08:00,1,evt-pz-0011-1,181.558,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T00:55:00+08:00,1,evt-pz-0011-2,181.758,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T00:55:00+08:00,1,evt-pz-0011-3,181.958,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T00:55:00+08:00,1,evt-pz-0011-4,182.158,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T00:55:00+08:00,1,evt-pz-0011-5,182.358,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T00:55:00+08:00,1,evt-pz-0011-6,182.558,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T00:55:00+08:00,1,evt-pz-0011-7,182.758,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T00:55:00+08:00,1,evt-pz-0011-8,182.958,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T00:55:00+08:00,1,evt-pz-0011-9,183.158,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T00:55:00+08:00,1,evt-pz-0011-10,183.358,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T00:55:00+08:00,1,evt-pz-0011-11,183.558,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:00:00+08:00,1,evt-pz-0012-0,181.478,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:00:00+08:00,1,evt-pz-0012-1,181.678,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:00:00+08:00,1,evt-pz-0012-2,181.878,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:00:00+08:00,1,evt-pz-0012-3,182.078,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:00:00+08:00,1,evt-pz-0012-4,182.278,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:00:00+08:00,1,evt-pz-0012-5,182.478,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:00:00+08:00,1,evt-pz-0012-6,182.678,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:00:00+08:00,1,evt-pz-0012-7,182.878,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:00:00+08:00,1,evt-pz-0012-8,183.078,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:00:00+08:00,1,evt-pz-0012-9,183.278,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:00:00+08:00,1,evt-pz-0012-10,183.478,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:00:00+08:00,1,evt-pz-0012-11,183.678,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:05:00+08:00,1,evt-pz-0013-0,181.597,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:05:00+08:00,1,evt-pz-0013-1,181.797,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:05:00+08:00,1,evt-pz-0013-2,181.997,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:05:00+08:00,1,evt-pz-0013-3,182.197,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:05:00+08:00,1,evt-pz-0013-4,182.397,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:05:00+08:00,1,evt-pz-0013-5,182.597,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:05:00+08:00,1,evt-pz-0013-6,182.797,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:05:00+08:00,1,evt-pz-0013-7,182.997,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:05:00+08:00,1,evt-pz-0013-8,183.197,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:05:00+08:00,1,evt-pz-0013-9,183.397,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:05:00+08:00,1,evt-pz-0013-10,183.597,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:05:00+08:00,1,evt-pz-0013-11,183.797,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:10:00+08:00,1,evt-pz-0014-0,181.714,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:10:00+08:00,1,evt-pz-0014-1,181.914,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:10:00+08:00,1,evt-pz-0014-2,182.114,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:10:00+08:00,1,evt-pz-0014-3,182.314,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:10:00+08:00,1,evt-pz-0014-4,182.514,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:10:00+08:00,1,evt-pz-0014-5,182.714,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:10:00+08:00,1,evt-pz-0014-6,182.914,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:10:00+08:00,1,evt-pz-0014-7,183.114,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:10:00+08:00,1,evt-pz-0014-8,183.314,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:10:00+08:00,1,evt-pz-0014-9,183.514,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:10:00+08:00,1,evt-pz-0014-10,183.714,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:10:00+08:00,1,evt-pz-0014-11,183.914,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:15:00+08:00,1,evt-pz-0015-0,181.831,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:15:00+08:00,1,evt-pz-0015-1,182.031,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:15:00+08:00,1,evt-pz-0015-2,182.231,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:15:00+08:00,1,evt-pz-0015-3,182.431,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:15:00+08:00,1,evt-pz-0015-4,182.631,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:15:00+08:00,1,evt-pz-0015-5,182.831,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:15:00+08:00,1,evt-pz-0015-6,183.031,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:15:00+08:00,1,evt-pz-0015-7,183.231,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:15:00+08:00,1,evt-pz-0015-8,183.431,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:15:00+08:00,1,evt-pz-0015-9,183.631,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:15:00+08:00,1,evt-pz-0015-10,183.831,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:15:00+08:00,1,evt-pz-0015-11,184.031,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:20:00+08:00,1,evt-pz-0016-0,181.947,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:20:00+08:00,1,evt-pz-0016-1,182.147,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:20:00+08:00,1,evt-pz-0016-2,182.347,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:20:00+08:00,1,evt-pz-0016-3,182.547,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:20:00+08:00,1,evt-pz-0016-4,182.747,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:20:00+08:00,1,evt-pz-0016-5,182.947,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:20:00+08:00,1,evt-pz-0016-6,183.147,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:20:00+08:00,1,evt-pz-0016-7,183.347,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:20:00+08:00,1,evt-pz-0016-8,183.547,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:20:00+08:00,1,evt-pz-0016-9,183.747,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:20:00+08:00,1,evt-pz-0016-10,183.947,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:20:00+08:00,1,evt-pz-0016-11,184.147,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:25:00+08:00,1,evt-pz-0017-0,182.062,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:25:00+08:00,1,evt-pz-0017-1,182.262,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:25:00+08:00,1,evt-pz-0017-2,182.462,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:25:00+08:00,1,evt-pz-0017-3,182.662,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:25:00+08:00,1,evt-pz-0017-4,182.862,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:25:00+08:00,1,evt-pz-0017-5,183.062,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:25:00+08:00,1,evt-pz-0017-6,183.262,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:25:00+08:00,1,evt-pz-0017-7,183.462,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:25:00+08:00,1,evt-pz-0017-8,183.662,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:25:00+08:00,1,evt-pz-0017-9,183.862,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:25:00+08:00,1,evt-pz-0017-10,184.062,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:25:00+08:00,1,evt-pz-0017-11,184.262,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:30:00+08:00,1,evt-pz-0018-0,182.175,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:30:00+08:00,1,evt-pz-0018-1,182.375,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:30:00+08:00,1,evt-pz-0018-2,182.575,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:30:00+08:00,1,evt-pz-0018-3,182.775,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:30:00+08:00,1,evt-pz-0018-4,182.975,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:30:00+08:00,1,evt-pz-0018-5,183.175,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:30:00+08:00,1,evt-pz-0018-6,183.375,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:30:00+08:00,1,evt-pz-0018-7,183.575,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:30:00+08:00,1,evt-pz-0018-8,183.775,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:30:00+08:00,1,evt-pz-0018-9,183.975,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:30:00+08:00,1,evt-pz-0018-10,184.175,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:30:00+08:00,1,evt-pz-0018-11,184.375,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:35:00+08:00,1,evt-pz-0019-0,182.287,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:35:00+08:00,1,evt-pz-0019-1,182.487,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:35:00+08:00,1,evt-pz-0019-2,182.687,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:35:00+08:00,1,evt-pz-0019-3,182.887,kPa,valid,simulator
DAM-A-PZ-05,2026-07-01T01:35:00+08:00,1,evt-pz-0019-4,183.087,kPa,valid,simulator
DAM-A-PZ-06,2026-07-01T01:35:00+08:00,1,evt-pz-0019-5,183.287,kPa,valid,simulator
DAM-A-PZ-07,2026-07-01T01:35:00+08:00,1,evt-pz-0019-6,183.487,kPa,valid,simulator
DAM-A-PZ-08,2026-07-01T01:35:00+08:00,1,evt-pz-0019-7,183.687,kPa,valid,simulator
DAM-A-PZ-09,2026-07-01T01:35:00+08:00,1,evt-pz-0019-8,183.887,kPa,valid,simulator
DAM-A-PZ-10,2026-07-01T01:35:00+08:00,1,evt-pz-0019-9,184.087,kPa,valid,simulator
DAM-A-PZ-11,2026-07-01T01:35:00+08:00,1,evt-pz-0019-10,184.287,kPa,valid,simulator
DAM-A-PZ-12,2026-07-01T01:35:00+08:00,1,evt-pz-0019-11,184.487,kPa,valid,simulator
DAM-A-PZ-01,2026-07-01T01:40:00+08:00,1,evt-pz-0020-0,182.397,kPa,valid,simulator
DAM-A-PZ-02,2026-07-01T01:40:00+08:00,1,evt-pz-0020-1,182.597,kPa,valid,simulator
DAM-A-PZ-03,2026-07-01T01:40:00+08:00,1,evt-pz-0020-2,182.797,kPa,valid,simulator
DAM-A-PZ-04,2026-07-01T01:40:00+08:00,1,evt-pz-0020-3,182.997,kPa,valid,simulator
